"date","Primer cuartil","Mediana","Tercer cuartil"
2024-02-01,3.74,3.94,4.07
2024-03-01,3.76,3.94,4.13
2024-04-01,3.73,3.9,4.05
2024-05-01,3.73,3.9,4.03
2024-06-01,3.71,3.89,4.12
2024-07-01,3.72,3.89,4.06
2024-08-01,3.63,3.8,3.94
2024-09-01,3.62,3.76,3.91
2024-10-01,3.65,3.74,3.92
2024-11-01,3.58,3.78,3.84
2024-12-01,NA,NA,NA
